skill_parent_category,skill_sub_category,canonical_skill_name,alias,lang,notes
Information Systems & Enterprise Tools,Business Systems,User Acceptance Testing,uat,en,abbrev
Information Systems & Enterprise Tools,Business Systems,User Acceptance Testing,user acceptance testing,en,exact_lower
Information Systems & Enterprise Tools,Business Systems,User Acceptance Testing,使用者驗收測試,zh,中文
Information Systems & Enterprise Tools,Business Systems,User Acceptance Testing,用戶驗收測試,zh,中文
Information Systems & Enterprise Tools,ERP / CRM,HubSpot,hubspot,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,HubSpot,hubspot crm,en,from_SKILL_CATALOG
Information Systems & Enterprise Tools,ERP / CRM,NetSuite,netsuite,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,NetSuite,oracle netsuite,en,vendor
Information Systems & Enterprise Tools,ERP / CRM,Oracle EBS,oracle e-business suite,en,full name
Information Systems & Enterprise Tools,ERP / CRM,Oracle EBS,oracle ebs,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Oracle ERP,Oracle,en,from_SKILL_CATALOG; catalog_key=Oracle
Information Systems & Enterprise Tools,ERP / CRM,Oracle ERP,oracle erp,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Oracle Financials,oracle financials,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Sales Cloud,sales cloud,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Salesforce,salesforce,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Salesforce,salesforce crm,en,from_SKILL_CATALOG
Information Systems & Enterprise Tools,ERP / CRM,Salesforce,sfdc,en,abbrev
Information Systems & Enterprise Tools,ERP / CRM,SAP,\bsap\b,en,from_SKILL_CATALOG; regex
Information Systems & Enterprise Tools,ERP / CRM,SAP,sap,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP,sap erp,en,product
Information Systems & Enterprise Tools,ERP / CRM,SAP,sap pp,en,from_SKILL_CATALOG
Information Systems & Enterprise Tools,ERP / CRM,SAP BW,sap bw,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP CO,sap co,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP FI,sap fi,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP HANA,sap hana,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP MM,sap mm,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,s/4hana,en,short
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,s4hana,en,no slash
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,sap s 4hana,en,punctuation_variant
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,sap s/4hana,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,sap s4hana,en,from_SKILL_CATALOG; catalog_key=SAP
Information Systems & Enterprise Tools,ERP / CRM,SAP S/4HANA,saps4hana,en,no_space
Information Systems & Enterprise Tools,ERP / CRM,SAP SD,sap sd,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Service Cloud,service cloud,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Workday,workday,en,exact_lower
Information Systems & Enterprise Tools,ERP / CRM,Workday,workday,en,exact_lower
Information Systems & Enterprise Tools,Implementation,Implementation,implementation,en,exact_lower
Information Systems & Enterprise Tools,Implementation,Implementation,system implementation,en,variant
Information Systems & Enterprise Tools,Implementation,Implementation,導入,zh,中文
Information Systems & Enterprise Tools,Implementation,Implementation,導入實施,zh,中文
Information Systems & Enterprise Tools,Implementation,Implementation,系統導入,zh,中文
Information Systems & Enterprise Tools,Implementation,Process Mapping,process mapping,en,exact_lower
Information Systems & Enterprise Tools,Implementation,Process Mapping,流程圖,zh,中文
Information Systems & Enterprise Tools,Implementation,Process Mapping,流程盤點,zh,中文
Information Systems & Enterprise Tools,Implementation,System Configuration,configuration,en,short
Information Systems & Enterprise Tools,Implementation,System Configuration,system configuration,en,exact_lower
Information Systems & Enterprise Tools,Implementation,System Configuration,系統設定,zh,中文
Information Systems & Enterprise Tools,Implementation,Technical Support,tech support,en,short
Information Systems & Enterprise Tools,Implementation,Technical Support,technical support,en,exact_lower
Information Systems & Enterprise Tools,Implementation,Technical Support,技術支援,zh,中文
Machine Learning & AI,Deep Learning,BERT,bert,en,exact_lower
Machine Learning & AI,Deep Learning,BERT,bidirectional encoder representations from transformers,en,full name
Machine Learning & AI,Deep Learning,Computer Vision,computer vision,en,exact_lower
Machine Learning & AI,Deep Learning,Computer Vision,電腦視覺,zh,中文
Machine Learning & AI,Deep Learning,Deep Learning,deep learning,en,exact_lower
Machine Learning & AI,Deep Learning,Deep Learning,jax,en,from_SKILL_CATALOG
Machine Learning & AI,Deep Learning,Deep Learning,深度學習,zh,中文
Machine Learning & AI,Deep Learning,Fine-tuning,fine tuning,en,punctuation_variant
Machine Learning & AI,Deep Learning,Fine-tuning,fine-tuning,en,exact_lower
Machine Learning & AI,Deep Learning,Fine-tuning,finetuning,en,no_space
Machine Learning & AI,Deep Learning,Fine-tuning,微調,zh,中文
Machine Learning & AI,Deep Learning,Keras,keras,en,exact_lower
Machine Learning & AI,Deep Learning,Neural Network,neural network,en,exact_lower
Machine Learning & AI,Deep Learning,Neural Network,neural networks,en,plural
Machine Learning & AI,Deep Learning,Neural Network,nn,en,abbrev
Machine Learning & AI,Deep Learning,Neural Network,神經網路,zh,中文
Machine Learning & AI,Deep Learning,Object Detection,object detection,en,exact_lower
Machine Learning & AI,Deep Learning,Object Detection,物件偵測,zh,中文
Machine Learning & AI,Deep Learning,Object Detection,目標檢測,zh,中文
Machine Learning & AI,Deep Learning,PyTorch,pytorch,en,exact_lower
Machine Learning & AI,Deep Learning,PyTorch,torch,en,package
Machine Learning & AI,Deep Learning,TensorFlow,tensorflow,en,exact_lower
Machine Learning & AI,Deep Learning,TensorFlow,tf,en,abbrev
Machine Learning & AI,Deep Learning,Transformer,transformer,en,exact_lower
Machine Learning & AI,Deep Learning,Transformer,transformer model,en,variant
Machine Learning & AI,Deep Learning,Transformer,transformers,en,plural
Machine Learning & AI,Forecasting,Demand Forecasting,demand forecast,en,variant
Machine Learning & AI,Forecasting,Demand Forecasting,demand forecasting,en,exact_lower
Machine Learning & AI,Forecasting,Demand Forecasting,需求預測,zh,中文
Machine Learning & AI,Forecasting,Forecasting,forecast,en,short
Machine Learning & AI,Forecasting,Forecasting,forecasting,en,exact_lower
Machine Learning & AI,Forecasting,Forecasting,revenue forecast,en,from_SKILL_CATALOG
Machine Learning & AI,Forecasting,Forecasting,revenue projection,en,from_SKILL_CATALOG
Machine Learning & AI,Forecasting,Forecasting,rolling forecast,en,from_SKILL_CATALOG
Machine Learning & AI,Forecasting,Forecasting,預測,zh,中文
Machine Learning & AI,Forecasting,Forecasting,預測分析,zh,中文
Machine Learning & AI,Forecasting,Predictive Modeling,predictive modeling,en,exact_lower
Machine Learning & AI,Forecasting,Predictive Modeling,predictive modelling,en,UK spelling
Machine Learning & AI,Forecasting,Predictive Modeling,預測模型,zh,中文
Machine Learning & AI,Forecasting,Time Series Forecasting,time series forecast,en,variant
Machine Learning & AI,Forecasting,Time Series Forecasting,time series forecasting,en,exact_lower
Machine Learning & AI,Forecasting,Time Series Forecasting,時間序列預測,zh,中文
Machine Learning & AI,GenAI / LLM,AI Workflow,ai automation,en,related
Machine Learning & AI,GenAI / LLM,AI Workflow,ai workflow,en,exact_lower
Machine Learning & AI,GenAI / LLM,AI Workflow,ai 工作流,mixed,常見混寫
Machine Learning & AI,GenAI / LLM,ComfyUI,comfy ui,en,spacing
Machine Learning & AI,GenAI / LLM,ComfyUI,comfyui,en,exact_lower
Machine Learning & AI,GenAI / LLM,Generative AI,3d asset generation,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,ai engineering,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,copilot,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Generative AI,fish audio,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,gen ai,en,short
Machine Learning & AI,GenAI / LLM,Generative AI,genai,en,no space
Machine Learning & AI,GenAI / LLM,Generative AI,generative ai,en,exact_lower
Machine Learning & AI,GenAI / LLM,Generative AI,Generative AI Engineering,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,speech synthesis,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,tts model,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,video generation model,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,wan model,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Generative AI,生成式ai,mixed,常見混寫
Machine Learning & AI,GenAI / LLM,Generative AI,生成式人工智慧,zh,中文
Machine Learning & AI,GenAI / LLM,LangChain,langchain,en,exact_lower
Machine Learning & AI,GenAI / LLM,Large Language Models,AI/LLM,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,chatgpt,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,claude,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,gemini,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,gpt,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,gpt-4,en,from_SKILL_CATALOG; catalog_key=AI/LLM
Machine Learning & AI,GenAI / LLM,Large Language Models,large language model,en,singular
Machine Learning & AI,GenAI / LLM,Large Language Models,large language models,en,exact_lower
Machine Learning & AI,GenAI / LLM,Large Language Models,llm,en,abbrev
Machine Learning & AI,GenAI / LLM,Large Language Models,llms,en,plural abbrev
Machine Learning & AI,GenAI / LLM,Large Language Models,qwen,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Large Language Models,大型語言模型,zh,中文
Machine Learning & AI,GenAI / LLM,LLM Fine-tuning,llm fine tuning,en,punctuation_variant
Machine Learning & AI,GenAI / LLM,LLM Fine-tuning,llm fine-tuning,en,exact_lower
Machine Learning & AI,GenAI / LLM,LLM Fine-tuning,llm finetuning,en,no hyphen
Machine Learning & AI,GenAI / LLM,LLM Fine-tuning,llmfinetuning,en,no_space
Machine Learning & AI,GenAI / LLM,LLM Fine-tuning,模型微調,zh,中文
Machine Learning & AI,GenAI / LLM,Multimodal AI,multi-modal ai,en,hyphen
Machine Learning & AI,GenAI / LLM,Multimodal AI,multimodal,en,from_SKILL_CATALOG; catalog_key=Deep Learning
Machine Learning & AI,GenAI / LLM,Multimodal AI,multimodal ai,en,exact_lower
Machine Learning & AI,GenAI / LLM,Multimodal AI,多模態ai,mixed,常見混寫
Machine Learning & AI,GenAI / LLM,NLP,natural language processing,en,full name
Machine Learning & AI,GenAI / LLM,NLP,nlp,en,exact_lower
Machine Learning & AI,GenAI / LLM,NLP,自然語言處理,zh,中文
Machine Learning & AI,GenAI / LLM,OpenAI API,gpt api,en,related
Machine Learning & AI,GenAI / LLM,OpenAI API,openai,en,vendor
Machine Learning & AI,GenAI / LLM,OpenAI API,openai api,en,exact_lower
Machine Learning & AI,GenAI / LLM,Prompt Engineering,prompt engineering,en,exact_lower
Machine Learning & AI,GenAI / LLM,Prompt Engineering,prompting,en,short
Machine Learning & AI,GenAI / LLM,Prompt Engineering,提示工程,zh,中文
Machine Learning & AI,GenAI / LLM,RAG,rag,en,exact_lower
Machine Learning & AI,GenAI / LLM,RAG,retrieval augmented generation,en,full name
Machine Learning & AI,GenAI / LLM,RAG,retrieval-augmented generation,en,hyphen
Machine Learning & AI,GenAI / LLM,RAG,檢索增強生成,zh,中文
Machine Learning & AI,GenAI / LLM,Stable Diffusion,image generation model,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Stable Diffusion,sdxl,en,from_SKILL_CATALOG; catalog_key=Generative AI Engineering
Machine Learning & AI,GenAI / LLM,Stable Diffusion,stable diffusion,en,exact_lower
Machine Learning & AI,GenAI / LLM,Text Analytics,text analysis,en,variant
Machine Learning & AI,GenAI / LLM,Text Analytics,text analytics,en,exact_lower
Machine Learning & AI,GenAI / LLM,Text Analytics,文本分析,zh,中文
Machine Learning & AI,Machine Learning,Anomaly Detection,anomaly detection,en,exact_lower
Machine Learning & AI,Machine Learning,Anomaly Detection,outlier detection,en,variant
Machine Learning & AI,Machine Learning,Anomaly Detection,異常偵測,zh,中文
Machine Learning & AI,Machine Learning,Churn Prediction,churn prediction,en,exact_lower
Machine Learning & AI,Machine Learning,Churn Prediction,流失預測,zh,中文
Machine Learning & AI,Machine Learning,Classification,classification,en,exact_lower
Machine Learning & AI,Machine Learning,Classification,分類模型,zh,中文
Machine Learning & AI,Machine Learning,Clustering,cluster analysis,en,variant
Machine Learning & AI,Machine Learning,Clustering,clustering,en,exact_lower
Machine Learning & AI,Machine Learning,Clustering,分群,zh,中文
Machine Learning & AI,Machine Learning,Clustering,聚類,zh,中文
Machine Learning & AI,Machine Learning,LightGBM,lgbm,en,abbrev
Machine Learning & AI,Machine Learning,LightGBM,lightgbm,en,exact_lower
Machine Learning & AI,Machine Learning,Machine Learning,\bml\b,en,from_SKILL_CATALOG; regex
Machine Learning & AI,Machine Learning,Machine Learning,gradient boosting,en,from_SKILL_CATALOG
Machine Learning & AI,Machine Learning,Machine Learning,machine learning,en,exact_lower
Machine Learning & AI,Machine Learning,Machine Learning,model training,en,from_SKILL_CATALOG
Machine Learning & AI,Machine Learning,Machine Learning,regression model,en,from_SKILL_CATALOG
Machine Learning & AI,Machine Learning,Machine Learning,機器學習,zh,中文
Machine Learning & AI,Machine Learning,Random Forest,random forest,en,exact_lower
Machine Learning & AI,Machine Learning,Random Forest,隨機森林,zh,中文
Machine Learning & AI,Machine Learning,Recommendation System,recommendation system,en,exact_lower
Machine Learning & AI,Machine Learning,Recommendation System,recommender system,en,variant
Machine Learning & AI,Machine Learning,Recommendation System,推薦系統,zh,中文
Machine Learning & AI,Machine Learning,Supervised Learning,supervised learning,en,exact_lower
Machine Learning & AI,Machine Learning,Supervised Learning,監督式學習,zh,中文
Machine Learning & AI,Machine Learning,Unsupervised Learning,unsupervised learning,en,exact_lower
Machine Learning & AI,Machine Learning,Unsupervised Learning,非監督式學習,zh,中文
Machine Learning & AI,Machine Learning,XGBoost,xgb,en,abbrev
Machine Learning & AI,Machine Learning,XGBoost,xgboost,en,exact_lower
Machine Learning & AI,Model Operations,Feature Engineering,feature engineering,en,exact_lower
Machine Learning & AI,Model Operations,Feature Engineering,feature selection,en,from_SKILL_CATALOG; catalog_key=Machine Learning
Machine Learning & AI,Model Operations,Feature Engineering,特徵工程,zh,中文
Machine Learning & AI,Model Operations,Model Deployment,model deployment,en,exact_lower
Machine Learning & AI,Model Operations,Model Deployment,模型部署,zh,中文
Machine Learning & AI,Model Operations,Model Evaluation,cross validation,en,from_SKILL_CATALOG; catalog_key=Machine Learning
Machine Learning & AI,Model Operations,Model Evaluation,model evaluation,en,exact_lower
Machine Learning & AI,Model Operations,Model Evaluation,模型評估,zh,中文
Marketing & Growth,Brand / Campaign,Brand Management,brand management,en,exact_lower
Marketing & Growth,Brand / Campaign,Brand Management,brand marketing,en,variant
Marketing & Growth,Brand / Campaign,Brand Management,品牌管理,zh,中文
Marketing & Growth,Brand / Campaign,Brand Management,品牌行銷,zh,中文
Marketing & Growth,Brand / Campaign,Campaign Management,campaign management,en,exact_lower
Marketing & Growth,Brand / Campaign,Campaign Management,campaign planning,en,variant
Marketing & Growth,Brand / Campaign,Campaign Management,活動企劃,zh,中文
Marketing & Growth,Brand / Campaign,Campaign Management,行銷活動管理,zh,中文
Marketing & Growth,Brand / Campaign,Integrated Marketing,imc,en,abbrev
Marketing & Growth,Brand / Campaign,Integrated Marketing,integrated marketing,en,exact_lower
Marketing & Growth,Brand / Campaign,Integrated Marketing,整合行銷,zh,中文
Marketing & Growth,Brand / Campaign,Integrated Marketing,整合行銷傳播,zh,中文
Marketing & Growth,Brand / Campaign,Marketing Communications,marcom,en,abbrev
Marketing & Growth,Brand / Campaign,Marketing Communications,marketing communications,en,exact_lower
Marketing & Growth,Brand / Campaign,Marketing Communications,行銷溝通,zh,中文
Marketing & Growth,CRM / Lifecycle,CRM,crm,en,exact_lower
Marketing & Growth,CRM / Lifecycle,CRM,customer relationship management,en,full name
Marketing & Growth,CRM / Lifecycle,CRM,客戶關係管理,zh,中文
Marketing & Growth,CRM / Lifecycle,Customer Segmentation,customer segmentation,en,exact_lower
Marketing & Growth,CRM / Lifecycle,Customer Segmentation,客戶分群,zh,中文
Marketing & Growth,CRM / Lifecycle,Customer Segmentation,客群分眾,zh,中文
Marketing & Growth,CRM / Lifecycle,Email Marketing,edm,en,common in TW
Marketing & Growth,CRM / Lifecycle,Email Marketing,email marketing,en,exact_lower
Marketing & Growth,CRM / Lifecycle,Email Marketing,電子報行銷,zh,中文
Marketing & Growth,CRM / Lifecycle,Lifecycle Marketing,lifecycle marketing,en,exact_lower
Marketing & Growth,CRM / Lifecycle,Lifecycle Marketing,生命週期行銷,zh,中文
Marketing & Growth,CRM / Lifecycle,Retention Marketing,retention marketing,en,exact_lower
Marketing & Growth,CRM / Lifecycle,Retention Marketing,留存行銷,zh,中文
Marketing & Growth,Digital Marketing,Content Marketing,content marketing,en,exact_lower
Marketing & Growth,Digital Marketing,Content Marketing,內容行銷,zh,中文
Marketing & Growth,Digital Marketing,Digital Marketing,digital marketing,en,exact_lower
Marketing & Growth,Digital Marketing,Digital Marketing,數位行銷,zh,中文
Marketing & Growth,Digital Marketing,Google Ads,google ads,en,exact_lower
Marketing & Growth,Digital Marketing,Google Ads,google adwords,en,old name
Marketing & Growth,Digital Marketing,Meta Ads,facebook ads,en,old name
Marketing & Growth,Digital Marketing,Meta Ads,fb ads,en,short
Marketing & Growth,Digital Marketing,Meta Ads,meta ads,en,exact_lower
Marketing & Growth,Digital Marketing,Paid Media,paid ads,en,variant
Marketing & Growth,Digital Marketing,Paid Media,paid media,en,exact_lower
Marketing & Growth,Digital Marketing,Paid Media,付費媒體,zh,中文
Marketing & Growth,Digital Marketing,Paid Media,廣告投放,zh,中文
Marketing & Growth,Digital Marketing,SEM,search engine marketing,en,full name
Marketing & Growth,Digital Marketing,SEM,sem,en,exact_lower
Marketing & Growth,Digital Marketing,SEM,搜尋引擎行銷,zh,中文
Marketing & Growth,Digital Marketing,SEO,search engine optimization,en,full name
Marketing & Growth,Digital Marketing,SEO,seo,en,exact_lower
Marketing & Growth,Digital Marketing,SEO,搜尋引擎優化,zh,中文
Marketing & Growth,Growth,Conversion Optimization,conversion optimization,en,exact_lower
Marketing & Growth,Growth,Conversion Optimization,cro,en,abbrev
Marketing & Growth,Growth,Conversion Optimization,轉換率優化,zh,中文
Marketing & Growth,Growth,Growth Marketing,growth hacking,en,related
Marketing & Growth,Growth,Growth Marketing,growth marketing,en,exact_lower
Marketing & Growth,Growth,Growth Marketing,成長行銷,zh,中文
Marketing & Growth,Growth,Marketing Analytics,marketing analytics,en,exact_lower
Marketing & Growth,Growth,Marketing Analytics,Marketing Analytics Tools,en,from_SKILL_CATALOG; catalog_key=Marketing Analytics Tools
Marketing & Growth,Growth,User Acquisition,user acquisition,en,exact_lower
Marketing & Growth,Growth,User Acquisition,user growth,en,from_SKILL_CATALOG; catalog_key=Customer Analytics
Marketing & Growth,Growth,User Acquisition,用戶獲取,zh,中文
Marketing & Growth,Market Research,Competitive Intelligence,competitive intelligence,en,exact_lower
Marketing & Growth,Market Research,Competitive Intelligence,競品情報,zh,中文
Marketing & Growth,Market Research,Competitive Intelligence,競爭情報,zh,中文
Marketing & Growth,Market Research,Consumer Insights,consumer insight,en,singular
Marketing & Growth,Market Research,Consumer Insights,consumer insights,en,exact_lower
Marketing & Growth,Market Research,Consumer Insights,消費者洞察,zh,中文
Marketing & Growth,Market Research,Customer Insights,customer insight,en,singular
Marketing & Growth,Market Research,Customer Insights,customer insights,en,exact_lower
Marketing & Growth,Market Research,Customer Insights,顧客洞察,zh,中文
Marketing & Growth,Market Research,Market Research,Market Analysis,en,from_SKILL_CATALOG; catalog_key=Market Analysis
Marketing & Growth,Market Research,Market Research,market landscape,en,from_SKILL_CATALOG; catalog_key=Market Analysis
Marketing & Growth,Market Research,Market Research,market research,en,exact_lower
Marketing & Growth,Market Research,Market Research,trend analysis,en,from_SKILL_CATALOG; catalog_key=Market Analysis
Marketing & Growth,Market Research,Market Research,市場研究,zh,中文
Marketing & Growth,Market Research,Market Research,市場調查,zh,中文
Marketing & Growth,Market Research,Survey Design,survey design,en,exact_lower
Marketing & Growth,Market Research,Survey Design,問卷設計,zh,中文
Marketing & Growth,Market Research,TAM SAM SOM,sam,en,component
Marketing & Growth,Market Research,TAM SAM SOM,som,en,component
Marketing & Growth,Market Research,TAM SAM SOM,tam,en,component
Marketing & Growth,Market Research,TAM SAM SOM,tam sam som,en,exact_lower
Marketing & Growth,Market Research,TAM SAM SOM,市場規模,zh,中文
Marketing & Growth,Marketing Analytics,CPC,\bcpc\b,en,from_SKILL_CATALOG; regex; catalog_key=Marketing Analytics Tools
Marketing & Growth,Marketing Analytics,CPC,cost per click,en,full name
Marketing & Growth,Marketing Analytics,CPC,cpc,en,exact_lower
Marketing & Growth,Marketing Analytics,CPC,單次點擊成本,zh,中文
Marketing & Growth,Marketing Analytics,CPL,cost per lead,en,full name
Marketing & Growth,Marketing Analytics,CPL,cpl,en,exact_lower
Marketing & Growth,Marketing Analytics,CPL,名單成本,zh,中文
Marketing & Growth,Marketing Analytics,CPM,\bcpm\b,en,from_SKILL_CATALOG; regex; catalog_key=Marketing Analytics Tools
Marketing & Growth,Marketing Analytics,CPM,cost per mille,en,full name
Marketing & Growth,Marketing Analytics,CPM,cpm,en,exact_lower
Marketing & Growth,Marketing Analytics,CPM,千次曝光成本,zh,中文
Marketing & Growth,Marketing Analytics,CTR,\bctr\b,en,from_SKILL_CATALOG; regex; catalog_key=Marketing Analytics Tools
Marketing & Growth,Marketing Analytics,CTR,click through rate,en,full name
Marketing & Growth,Marketing Analytics,CTR,click-through rate,en,hyphen
Marketing & Growth,Marketing Analytics,CTR,ctr,en,exact_lower
Marketing & Growth,Marketing Analytics,CTR,點擊率,zh,中文
Marketing & Growth,Marketing Analytics,Marketing Analytics,marketing analytics,en,exact_lower
Marketing & Growth,Marketing Analytics,ROAS,return on ad spend,en,full name
Marketing & Growth,Marketing Analytics,ROAS,roas,en,exact_lower
Marketing & Growth,Marketing Analytics,ROAS,廣告投資報酬率,zh,中文
Marketing & Growth,Marketing Technology,Decision Engine,decision engine,en,exact_lower
Marketing & Growth,Marketing Technology,Decision Engine,決策引擎,zh,中文
Marketing & Growth,Marketing Technology,Google Marketing Platform,gmp,en,abbrev
Marketing & Growth,Marketing Technology,Google Marketing Platform,google gmp,en,from_SKILL_CATALOG; catalog_key=Marketing Analytics Tools
Marketing & Growth,Marketing Technology,Google Marketing Platform,google marketing platform,en,exact_lower
Marketing & Growth,Marketing Technology,Marketing Automation,marketing automation,en,exact_lower
Marketing & Growth,Marketing Technology,Marketing Automation,model n,en,from_SKILL_CATALOG
Marketing & Growth,Marketing Technology,Marketing Automation,行銷自動化,zh,中文
Marketing & Growth,Marketing Technology,Meta Pixel,facebook pixel,en,old name
Marketing & Growth,Marketing Technology,Meta Pixel,fb pixel,en,short
Marketing & Growth,Marketing Technology,Meta Pixel,meta pixel,en,exact_lower
Operations & Supply Chain,Operations,Capacity Planning,capacity planning,en,exact_lower
Operations & Supply Chain,Operations,Capacity Planning,產能規劃,zh,中文
Operations & Supply Chain,Operations,Operations Analysis,operations analysis,en,exact_lower
Operations & Supply Chain,Operations,Operations Analysis,ops analysis,en,short
Operations & Supply Chain,Operations,Operations Analysis,營運分析,zh,中文
Operations & Supply Chain,Operations,Operations Management,operations management,en,exact_lower
Operations & Supply Chain,Operations,Operations Management,ops management,en,short
Operations & Supply Chain,Operations,Operations Management,營運管理,zh,中文
Operations & Supply Chain,Operations,Process Improvement,process improvement,en,exact_lower
Operations & Supply Chain,Operations,Process Improvement,流程改善,zh,中文
Operations & Supply Chain,Operations,SOP Development,sop,en,short
Operations & Supply Chain,Operations,SOP Development,sop development,en,exact_lower
Operations & Supply Chain,Operations,SOP Development,標準作業程序,zh,中文
Operations & Supply Chain,Operations,Workforce Planning,workforce planning,en,exact_lower
Operations & Supply Chain,Operations,Workforce Planning,人力規劃,zh,中文
Operations & Supply Chain,Process Excellence,Business Process Reengineering,bpr,en,abbrev
Operations & Supply Chain,Process Excellence,Business Process Reengineering,business process reengineering,en,exact_lower
Operations & Supply Chain,Process Excellence,Business Process Reengineering,流程再造,zh,中文
Operations & Supply Chain,Process Excellence,Continuous Improvement,continuous improvement,en,exact_lower
Operations & Supply Chain,Process Excellence,Continuous Improvement,持續改善,zh,中文
Operations & Supply Chain,Process Excellence,Lean,lean,en,exact_lower
Operations & Supply Chain,Process Excellence,Lean,lean management,en,variant
Operations & Supply Chain,Process Excellence,Lean,精實,zh,中文
Operations & Supply Chain,Process Excellence,Lean,精實管理,zh,中文
Operations & Supply Chain,Process Excellence,Operational Excellence,operational excellence,en,exact_lower
Operations & Supply Chain,Process Excellence,Operational Excellence,opex,en,abbrev ambiguous
Operations & Supply Chain,Process Excellence,Operational Excellence,營運卓越,zh,中文
Operations & Supply Chain,Process Excellence,Requirement Analysis,requirement analysis,en,exact_lower
Operations & Supply Chain,Process Excellence,Requirement Analysis,requirements analysis,en,plural
Operations & Supply Chain,Process Excellence,Requirement Analysis,需求分析,zh,中文
Operations & Supply Chain,Process Excellence,Six Sigma,6 sigma,en,variant
Operations & Supply Chain,Process Excellence,Six Sigma,six sigma,en,exact_lower
Operations & Supply Chain,Process Excellence,Six Sigma,六標準差,zh,中文
Operations & Supply Chain,Process Excellence,Standardization,standardisation,en,UK spelling
Operations & Supply Chain,Process Excellence,Standardization,standardization,en,exact_lower
Operations & Supply Chain,Process Excellence,Standardization,標準化,zh,中文
Operations & Supply Chain,Process Excellence,User Acceptance Testing,uat,en,abbrev
Operations & Supply Chain,Process Excellence,User Acceptance Testing,user acceptance testing,en,exact_lower
Operations & Supply Chain,Process Excellence,User Acceptance Testing,使用者驗收測試,zh,中文
Operations & Supply Chain,Process Excellence,User Acceptance Testing,用戶驗收測試,zh,中文
Operations & Supply Chain,Process Excellence,Workflow Mapping,workflow mapping,en,exact_lower
Operations & Supply Chain,Process Excellence,Workflow Mapping,工作流程盤點,zh,中文
Operations & Supply Chain,Supply Chain,Demand Planning,demand planning,en,exact_lower
Operations & Supply Chain,Supply Chain,Demand Planning,需求計畫,zh,中文
Operations & Supply Chain,Supply Chain,Distribution Management,distribution management,en,exact_lower
Operations & Supply Chain,Supply Chain,Distribution Management,配送管理,zh,中文
Operations & Supply Chain,Supply Chain,Inventory Management,inventory management,en,exact_lower
Operations & Supply Chain,Supply Chain,Inventory Management,庫存管理,zh,中文
Operations & Supply Chain,Supply Chain,Logistics,logistics,en,exact_lower
Operations & Supply Chain,Supply Chain,Logistics,物流,zh,中文
Operations & Supply Chain,Supply Chain,Procurement,procurement,en,exact_lower
Operations & Supply Chain,Supply Chain,Procurement,採購,zh,中文
